transaction_amount,transaction_hour,customer_transaction_count,customer_average_amount,international_transaction,failed_transactions,amount_deviation,amount_ratio,high_amount_flag,night_transaction,failed_transaction_ratio,actual_fraud,fraud_probability,risk_score,risk_level
21.09,4,25,162.98,1,0,-141.89,0.1294023806602037,0,1,0.0,0,0.17,17.0,Low Risk
134.08,1,23,170.01,0,2,-35.92999999999998,0.7886594906181991,0,1,0.08695652173913043,0,0.17,17.0,Low Risk
164.38,23,16,267.78,0,2,-103.39999999999998,0.6138621256255136,0,1,0.125,0,0.17,17.0,Low Risk
247.16,20,4,121.62,0,2,125.53999999999999,2.032231540864989,1,0,0.5,0,0.17,17.0,Low Risk
177.91,23,17,184.57,1,1,-6.659999999999997,0.9639161293818064,0,1,0.058823529411764705,0,0.17,17.0,Low Risk
74.05,17,8,199.85,0,1,-125.8,0.37052789592194146,0,0,0.125,0,0.165,16.5,Low Risk
449.46,17,24,150.21,0,4,299.25,2.992210904733373,1,0,0.16666666666666666,0,0.165,16.5,Low Risk
480.37,11,6,101.09,0,3,379.28,4.751904243743199,1,0,0.5,0,0.165,16.5,Low Risk
284.25,6,2,148.83,1,0,135.42,1.909897198145535,0,0,0.0,0,0.165,16.5,Low Risk
252.19,4,11,247.97,1,2,4.219999999999999,1.017018187683994,0,1,0.18181818181818182,0,0.165,16.5,Low Risk
663.24,4,6,106.94,0,0,556.3,6.201982420048625,1,1,0.0,0,0.165,16.5,Low Risk
168.16,12,34,281.79,0,1,-113.63000000000002,0.5967564498385322,0,0,0.029411764705882353,0,0.165,16.5,Low Risk
45.93,2,20,83.72,1,2,-37.79,0.5486144290492116,0,1,0.1,0,0.165,16.5,Low Risk
590.29,1,37,196.9,0,3,393.39,2.997917724733367,1,1,0.08108108108108109,1,0.165,16.5,Low Risk
217.4,18,21,59.45,0,5,157.95,3.6568544995794783,1,0,0.23809523809523808,0,0.165,16.5,Low Risk
375.38,6,28,145.29,1,3,230.09,2.5836602656755456,1,0,0.10714285714285714,0,0.165,16.5,Low Risk
182.94,4,22,103.98,0,0,78.96,1.7593768032313906,0,1,0.0,0,0.165,16.5,Low Risk
294.38,20,27,103.11,0,3,191.26999999999998,2.855009213461352,1,0,0.1111111111111111,0,0.16,16.0,Low Risk
744.06,13,25,240.08,1,2,503.9799999999999,3.0992169276907693,1,0,0.08,0,0.16,16.0,Low Risk
479.73,16,7,114.79,0,0,364.94,4.179196794145831,1,0,0.0,1,0.16,16.0,Low Risk
50.8,12,18,272.82,0,0,-222.01999999999998,0.18620335752510814,0,0,0.0,0,0.16,16.0,Low Risk
97.83,11,40,53.39,0,1,44.44,1.8323656115377411,0,0,0.025,0,0.16,16.0,Low Risk
323.99,11,15,146.76,1,2,177.23000000000002,2.207617879531208,1,0,0.13333333333333333,0,0.16,16.0,Low Risk
26.13,10,16,104.08,0,2,-77.95,0.2510568793235972,0,0,0.125,0,0.16,16.0,Low Risk
425.12,23,25,117.99,1,2,307.13,3.603017204847869,1,1,0.08,0,0.16,16.0,Low Risk
266.51,22,1,24.5,1,3,242.01,10.877959183673468,1,0,3.0,0,0.16,16.0,Low Risk
299.15,8,2,149.21,1,0,149.93999999999997,2.0048924334830103,1,0,0.0,0,0.16,16.0,Low Risk
181.79,13,17,63.4,1,1,118.38999999999999,2.8673501577287066,1,0,0.058823529411764705,0,0.16,16.0,Low Risk
533.19,10,35,119.43,0,1,413.76000000000005,4.464456166792264,1,0,0.02857142857142857,0,0.16,16.0,Low Risk
424.91,5,24,88.89,0,0,336.02000000000004,4.780177747778153,1,1,0.0,0,0.16,16.0,Low Risk
550.83,1,20,141.98,0,0,408.85,3.8796309339343575,1,1,0.0,0,0.155,15.5,Low Risk
181.64,18,32,44.88,0,2,136.76,4.047237076648841,1,0,0.0625,0,0.155,15.5,Low Risk
618.95,9,17,133.37,0,3,485.58000000000004,4.640848766589188,1,0,0.17647058823529413,0,0.155,15.5,Low Risk
431.36,15,24,118.95,0,2,312.41,3.626397646069777,1,0,0.08333333333333333,0,0.155,15.5,Low Risk
169.23,15,19,181.64,1,2,-12.409999999999997,0.9316780444835939,0,0,0.10526315789473684,0,0.155,15.5,Low Risk
257.17,3,28,53.74,0,1,203.43,4.78544845552661,1,1,0.03571428571428571,0,0.155,15.5,Low Risk
176.88,11,16,41.1,0,3,135.78,4.303649635036496,1,0,0.1875,0,0.155,15.5,Low Risk
501.05,22,21,68.5,0,0,432.55,7.314598540145986,1,0,0.0,0,0.155,15.5,Low Risk
24.76,2,22,113.9,0,2,-89.14,0.2173836698858648,0,1,0.09090909090909091,0,0.155,15.5,Low Risk
111.72,3,2,178.93,0,3,-67.21000000000001,0.624378248477058,0,1,1.5,0,0.155,15.5,Low Risk
54.26,18,17,127.36,0,1,-73.1,0.426036432160804,0,0,0.058823529411764705,0,0.155,15.5,Low Risk
399.33,19,24,145.94,0,2,253.39,2.7362614773194465,1,0,0.08333333333333333,0,0.155,15.5,Low Risk
148.29,9,41,87.5,0,0,60.78999999999999,1.694742857142857,0,0,0.0,0,0.155,15.5,Low Risk
397.79,6,33,67.8,0,1,329.99,5.867109144542773,1,0,0.030303030303030304,0,0.15,15.0,Low Risk
184.03,0,22,206.47,1,0,-22.439999999999998,0.8913159296750133,0,1,0.0,0,0.15,15.0,Low Risk
556.36,10,31,60.44,0,0,495.92,9.205162144275315,1,0,0.0,0,0.15,15.0,Low Risk
132.97,13,28,85.38,0,6,47.59,1.5573904895760131,0,0,0.21428571428571427,0,0.15,15.0,Low Risk
240.28,20,17,149.82,0,2,90.46000000000001,1.603791216126018,0,0,0.11764705882352941,0,0.15,15.0,Low Risk
89.48,2,10,143.4,0,2,-53.92,0.6239888423988842,0,1,0.2,0,0.15,15.0,Low Risk
134.42,2,1,214.49,0,1,-80.07000000000002,0.6266958832579607,0,1,1.0,0,0.15,15.0,Low Risk
235.7,8,28,147.71,1,2,87.98999999999998,1.5956942657910769,0,0,0.07142857142857142,0,0.15,15.0,Low Risk
294.11,23,8,138.14,0,4,155.97000000000003,2.1290719559866806,1,1,0.5,0,0.15,15.0,Low Risk
285.56,12,15,132.88,0,2,152.68,2.1490066225165565,1,0,0.13333333333333333,0,0.15,15.0,Low Risk
83.24,3,31,148.42,1,1,-65.17999999999999,0.5608408570273549,0,1,0.03225806451612903,0,0.145,14.499999999999998,Low Risk
221.1,5,16,273.61,0,2,-52.51000000000002,0.8080844998355322,0,1,0.125,0,0.145,14.499999999999998,Low Risk
124.66,2,12,144.89,0,2,-20.22999999999999,0.8603768376009387,0,1,0.16666666666666666,0,0.145,14.499999999999998,Low Risk
164.99,17,9,133.97,0,1,31.02000000000001,1.2315443756064792,0,0,0.1111111111111111,0,0.145,14.499999999999998,Low Risk
141.89,21,18,35.77,0,4,106.11999999999998,3.9667318982387467,1,0,0.2222222222222222,0,0.145,14.499999999999998,Low Risk
232.81,3,20,52.14,1,4,180.67000000000002,4.465093977752206,1,1,0.2,0,0.145,14.499999999999998,Low Risk
155.61,0,13,110.28,1,1,45.33000000000001,1.411044613710555,0,1,0.07692307692307693,0,0.145,14.499999999999998,Low Risk
580.7,2,32,103.39,0,0,477.31000000000006,5.6165973498404105,1,1,0.0,0,0.145,14.499999999999998,Low Risk
521.49,6,24,151.96,0,0,369.53,3.43175835746249,1,0,0.0,0,0.145,14.499999999999998,Low Risk
286.67,12,11,196.21,0,2,90.46000000000001,1.4610366444115999,0,0,0.18181818181818182,0,0.145,14.499999999999998,Low Risk
187.2,10,23,46.3,0,1,140.89999999999998,4.043196544276458,1,0,0.043478260869565216,0,0.145,14.499999999999998,Low Risk
592.62,9,31,61.54,0,0,531.08,9.629834254143647,1,0,0.0,0,0.145,14.499999999999998,Low Risk
270.19,16,12,108.32,1,0,161.87,2.4943685376661744,1,0,0.0,0,0.145,14.499999999999998,Low Risk
350.6,13,5,156.5,1,4,194.10000000000002,2.2402555910543134,1,0,0.8,0,0.145,14.499999999999998,Low Risk
176.19,10,22,142.89,0,5,33.30000000000001,1.2330463993281546,0,0,0.22727272727272727,0,0.145,14.499999999999998,Low Risk
645.03,0,34,84.64,0,2,560.39,7.62086483931947,1,1,0.058823529411764705,1,0.145,14.499999999999998,Low Risk
29.09,6,26,115.77,0,3,-86.67999999999999,0.2512740779131036,0,0,0.11538461538461539,0,0.14,14.000000000000002,Low Risk
186.16,1,38,95.68,0,1,90.47999999999999,1.9456521739130432,0,1,0.02631578947368421,0,0.14,14.000000000000002,Low Risk
100.74,22,13,107.39,0,1,-6.650000000000006,0.9380761709656392,0,0,0.07692307692307693,0,0.14,14.000000000000002,Low Risk
318.46,6,11,89.45,0,1,229.01,3.560201229737283,1,0,0.09090909090909091,0,0.14,14.000000000000002,Low Risk
383.88,11,13,293.53,0,0,90.35000000000002,1.3078049943787688,0,0,0.0,0,0.14,14.000000000000002,Low Risk
89.9,3,1,98.06,1,0,-8.159999999999997,0.9167856414440139,0,1,0.0,0,0.14,14.000000000000002,Low Risk
608.95,1,15,205.66,1,1,403.2900000000001,2.9609549742293106,1,1,0.06666666666666667,0,0.14,14.000000000000002,Low Risk
170.77,3,13,89.72,0,0,81.05000000000001,1.9033660276415516,0,1,0.0,0,0.14,14.000000000000002,Low Risk
638.75,5,33,103.42,0,1,535.33,6.176271514213885,1,1,0.030303030303030304,0,0.14,14.000000000000002,Low Risk
77.47,3,13,65.37,1,1,12.099999999999994,1.1851001988679821,0,1,0.07692307692307693,0,0.14,14.000000000000002,Low Risk
58.22,1,13,104.66,0,3,-46.44,0.5562774699025416,0,1,0.23076923076923078,0,0.14,14.000000000000002,Low Risk
155.16,5,7,110.21,0,0,44.95,1.4078577261591507,0,1,0.0,0,0.14,14.000000000000002,Low Risk
215.08,5,28,57.91,1,0,157.17000000000002,3.7140390260749445,1,1,0.0,0,0.14,14.000000000000002,Low Risk
157.6,6,22,52.36,0,1,105.24,3.0099312452253626,1,0,0.045454545454545456,0,0.135,13.5,Low Risk
298.6,2,24,133.19,0,0,165.41000000000003,2.2419100533073055,1,1,0.0,0,0.135,13.5,Low Risk
40.25,2,24,186.14,0,1,-145.89,0.2162350918663372,0,1,0.041666666666666664,0,0.135,13.5,Low Risk
85.3,12,15,99.02,0,3,-13.719999999999999,0.861442132902444,0,0,0.2,0,0.135,13.5,Low Risk
95.59,3,12,144.4,0,1,-48.81,0.6619806094182825,0,1,0.08333333333333333,0,0.135,13.5,Low Risk
239.72,4,32,65.73,0,0,173.99,3.647040924996196,1,1,0.0,0,0.135,13.5,Low Risk
287.69,18,11,40.39,1,1,247.3,7.12280267392919,1,0,0.09090909090909091,0,0.135,13.5,Low Risk
57.25,16,28,322.99,0,1,-265.74,0.17725006966159942,0,0,0.03571428571428571,0,0.135,13.5,Low Risk
426.91,5,21,444.21,0,1,-17.299999999999955,0.9610544562256591,0,1,0.047619047619047616,0,0.135,13.5,Low Risk
166.53,2,11,211.37,0,3,-44.84,0.7878601504470834,0,1,0.2727272727272727,0,0.135,13.5,Low Risk
144.11,20,4,42.5,0,2,101.61000000000001,3.3908235294117652,1,0,0.5,0,0.135,13.5,Low Risk
475.88,0,31,298.12,1,1,177.76,1.596269958406011,0,1,0.03225806451612903,0,0.135,13.5,Low Risk
98.77,22,29,204.21,0,0,-105.44000000000001,0.48366877234219674,0,0,0.0,0,0.135,13.5,Low Risk
24.76,4,15,82.4,0,2,-57.64,0.3004854368932039,0,1,0.13333333333333333,0,0.135,13.5,Low Risk
184.92,10,4,90.76,0,4,94.15999999999998,2.03746143675628,1,0,1.0,0,0.135,13.5,Low Risk
180.43,1,24,283.84,0,2,-103.40999999999997,0.635675028184893,0,1,0.08333333333333333,0,0.135,13.5,Low Risk
255.15,5,9,95.38,0,0,159.77,2.6750891172153493,1,1,0.0,0,0.135,13.5,Low Risk
23.03,4,26,117.67,0,1,-94.64,0.19571683521713268,0,1,0.038461538461538464,0,0.135,13.5,Low Risk
172.34,6,30,59.54,0,2,112.80000000000001,2.894524689284515,1,0,0.06666666666666667,0,0.135,13.5,Low Risk
644.47,8,23,65.8,0,1,578.6700000000001,9.794376899696049,1,0,0.043478260869565216,1,0.135,13.5,Low Risk
243.07,14,15,145.59,0,0,97.47999999999999,1.6695514801840785,0,0,0.0,0,0.135,13.5,Low Risk
244.69,11,15,92.05,0,0,152.64,2.6582292232482345,1,0,0.0,0,0.13,13.0,Low Risk
563.58,22,22,152.14,0,4,411.44000000000005,3.7043512554226377,1,0,0.18181818181818182,0,0.13,13.0,Low Risk
443.31,14,37,627.51,0,3,-184.2,0.7064588612133671,0,0,0.08108108108108109,0,0.13,13.0,Low Risk
62.31,0,22,120.55,0,1,-58.239999999999995,0.5168809622563252,0,1,0.045454545454545456,0,0.13,13.0,Low Risk
17.85,5,14,210.81,0,3,-192.96,0.08467340259000997,0,1,0.21428571428571427,0,0.13,13.0,Low Risk
151.88,13,17,627.4,0,1,-475.52,0.2420784188715333,0,0,0.058823529411764705,0,0.13,13.0,Low Risk
252.84,10,2,160.28,0,1,92.56,1.5774893935612677,0,0,0.5,0,0.13,13.0,Low Risk
239.35,23,31,142.88,1,1,96.47,1.6751819708846585,0,1,0.03225806451612903,0,0.13,13.0,Low Risk
136.07,21,18,157.2,0,0,-21.129999999999995,0.86558524173028,0,0,0.0,0,0.13,13.0,Low Risk
22.02,2,35,52.02,0,2,-30.000000000000004,0.42329873125720874,0,1,0.05714285714285714,0,0.13,13.0,Low Risk
406.12,10,45,76.8,0,0,329.32,5.288020833333333,1,0,0.0,0,0.13,13.0,Low Risk
429.96,4,8,104.6,1,1,325.36,4.110516252390058,1,1,0.125,0,0.13,13.0,Low Risk
319.45,17,24,88.61,0,2,230.83999999999997,3.605123575217244,1,0,0.08333333333333333,0,0.13,13.0,Low Risk
622.45,17,19,143.89,0,1,478.56000000000006,4.325873931475433,1,0,0.05263157894736842,0,0.13,13.0,Low Risk
284.91,18,32,53.62,0,3,231.29000000000002,5.313502424468482,1,0,0.09375,0,0.13,13.0,Low Risk
139.09,13,22,28.73,0,4,110.36,4.841280891054646,1,0,0.18181818181818182,0,0.13,13.0,Low Risk
45.76,6,24,51.48,0,0,-5.719999999999999,0.888888888888889,0,0,0.0,0,0.125,12.5,Low Risk
292.0,8,14,116.04,1,2,175.95999999999998,2.5163736642537056,1,0,0.14285714285714285,0,0.125,12.5,Low Risk
299.64,8,12,206.9,1,1,92.73999999999998,1.4482358627356209,0,0,0.08333333333333333,1,0.125,12.5,Low Risk
272.06,12,39,72.79,1,1,199.26999999999998,3.737601318862481,1,0,0.02564102564102564,0,0.125,12.5,Low Risk
303.35,1,16,210.49,0,1,92.86000000000001,1.4411611002898,0,1,0.0625,0,0.125,12.5,Low Risk
244.89,16,17,206.97,1,1,37.91999999999999,1.1832149586896652,0,0,0.058823529411764705,1,0.125,12.5,Low Risk
34.98,2,12,69.18,0,1,-34.20000000000001,0.5056374674761491,0,1,0.08333333333333333,0,0.125,12.5,Low Risk
49.47,20,16,259.51,0,0,-210.04,0.19062849215829833,0,0,0.0,0,0.125,12.5,Low Risk
126.91,22,32,326.9,0,1,-199.98999999999998,0.3882226980728052,0,0,0.03125,0,0.125,12.5,Low Risk
186.99,14,11,100.54,1,4,86.45,1.859856773423513,0,0,0.36363636363636365,0,0.125,12.5,Low Risk
522.4,10,21,194.75,0,1,327.65,2.682413350449294,1,0,0.047619047619047616,0,0.125,12.5,Low Risk
64.7,0,22,357.14,1,1,-292.44,0.18116144929159433,0,1,0.045454545454545456,0,0.125,12.5,Low Risk
21.79,21,9,91.05,0,1,-69.25999999999999,0.23931905546403076,0,0,0.1111111111111111,0,0.125,12.5,Low Risk
61.95,4,30,63.8,0,1,-1.8499999999999943,0.9710031347962383,0,1,0.03333333333333333,0,0.125,12.5,Low Risk
154.12,22,13,152.89,0,1,1.2300000000000182,1.0080449996729677,0,0,0.07692307692307693,0,0.125,12.5,Low Risk
65.52,2,26,57.82,0,2,7.699999999999996,1.1331719128329296,0,1,0.07692307692307693,0,0.125,12.5,Low Risk
133.52,20,18,151.91,0,1,-18.389999999999986,0.8789414785070108,0,0,0.05555555555555555,0,0.125,12.5,Low Risk
99.74,7,5,22.97,0,0,76.77,4.342185459294733,1,0,0.0,0,0.125,12.5,Low Risk
95.3,6,20,74.75,0,0,20.549999999999997,1.2749163879598662,0,0,0.0,0,0.125,12.5,Low Risk
104.89,12,4,79.45,1,2,25.439999999999998,1.3202013845185652,0,0,0.5,0,0.125,12.5,Low Risk
303.62,2,29,97.94,1,0,205.68,3.100061261997141,1,1,0.0,0,0.125,12.5,Low Risk
606.19,12,11,158.25,0,1,447.94000000000005,3.830584518167457,1,0,0.09090909090909091,0,0.125,12.5,Low Risk
70.1,6,10,84.43,0,2,-14.330000000000013,0.8302735994314816,0,0,0.2,0,0.125,12.5,Low Risk
204.25,18,31,65.88,1,2,138.37,3.100333940497875,1,0,0.06451612903225806,0,0.125,12.5,Low Risk
238.65,12,48,125.72,1,1,112.93,1.8982659879096406,0,0,0.020833333333333332,0,0.125,12.5,Low Risk
235.87,10,9,76.13,1,2,159.74,3.0982529883094707,1,0,0.2222222222222222,0,0.125,12.5,Low Risk
164.02,23,12,48.67,1,1,115.35000000000001,3.3700431477296076,1,1,0.08333333333333333,0,0.12,12.0,Low Risk
189.11,23,24,89.21,0,2,99.90000000000002,2.119829615513956,1,1,0.08333333333333333,0,0.12,12.0,Low Risk
330.55,4,18,151.68,0,0,178.87,2.179258966244726,1,1,0.0,0,0.12,12.0,Low Risk
196.18,7,26,70.77,1,4,125.41000000000001,2.772078564363431,1,0,0.15384615384615385,0,0.12,12.0,Low Risk
286.5,0,40,148.9,1,1,137.6,1.9241101410342512,0,1,0.025,0,0.12,12.0,Low Risk
159.82,1,6,171.92,0,2,-12.099999999999994,0.9296184271754304,0,1,0.3333333333333333,0,0.12,12.0,Low Risk
171.2,22,2,228.47,1,0,-57.27000000000001,0.7493325163041099,0,0,0.0,0,0.12,12.0,Low Risk
160.63,2,21,59.7,0,1,100.92999999999999,2.6906197654941373,1,1,0.047619047619047616,0,0.12,12.0,Low Risk
178.68,17,29,104.83,1,0,73.85000000000001,1.704473910140227,0,0,0.0,0,0.12,12.0,Low Risk
300.03,14,26,155.54,1,1,144.48999999999998,1.928957181432429,0,0,0.038461538461538464,0,0.12,12.0,Low Risk
110.4,1,21,81.97,0,1,28.430000000000007,1.3468342076369404,0,1,0.047619047619047616,0,0.12,12.0,Low Risk
60.27,12,19,80.76,0,1,-20.490000000000002,0.7462852897473997,0,0,0.05263157894736842,0,0.12,12.0,Low Risk
113.34,15,15,297.32,0,2,-183.98,0.3812054352213104,0,0,0.13333333333333333,0,0.12,12.0,Low Risk
547.64,2,33,285.98,0,3,261.65999999999997,1.914959088048115,0,1,0.09090909090909091,0,0.12,12.0,Low Risk
212.32,5,25,156.25,0,0,56.06999999999999,1.358848,0,1,0.0,0,0.12,12.0,Low Risk
55.85,3,6,75.49,1,0,-19.639999999999993,0.7398330904755598,0,1,0.0,0,0.12,12.0,Low Risk
489.75,20,14,84.1,1,1,405.65,5.8234244946492275,1,0,0.07142857142857142,1,0.115,11.5,Low Risk
176.13,6,19,209.54,1,3,-33.41,0.84055550252935,0,0,0.15789473684210525,0,0.115,11.5,Low Risk
58.33,2,22,92.6,1,1,-34.269999999999996,0.6299136069114472,0,1,0.045454545454545456,0,0.115,11.5,Low Risk
180.86,2,12,87.51,1,3,93.35000000000001,2.066735230259399,1,1,0.25,0,0.115,11.5,Low Risk
136.11,4,24,99.76,0,1,36.35000000000001,1.3643744987971131,0,1,0.041666666666666664,0,0.115,11.5,Low Risk
626.66,13,22,143.25,0,3,483.40999999999997,4.374589877835951,1,0,0.13636363636363635,1,0.115,11.5,Low Risk
313.79,6,7,145.8,1,1,167.99,2.1521947873799725,1,0,0.14285714285714285,0,0.115,11.5,Low Risk
118.2,0,25,82.56,0,1,35.64,1.431686046511628,0,1,0.04,0,0.115,11.5,Low Risk
212.44,3,14,83.8,1,1,128.64,2.5350835322195704,1,1,0.07142857142857142,0,0.115,11.5,Low Risk
9.4,16,18,76.25,0,0,-66.85,0.12327868852459017,0,0,0.0,0,0.115,11.5,Low Risk
482.08,21,1,166.27,0,1,315.80999999999995,2.899380525651049,1,0,1.0,0,0.115,11.5,Low Risk
31.7,10,9,73.29,0,1,-41.59,0.4325283121844726,0,0,0.1111111111111111,0,0.115,11.5,Low Risk
383.82,2,20,84.57,0,0,299.25,4.538488825824761,1,1,0.0,0,0.115,11.5,Low Risk
536.13,22,39,176.35,1,2,359.78,3.040147434079955,1,0,0.05128205128205128,0,0.115,11.5,Low Risk
113.74,10,1,55.79,1,3,57.949999999999996,2.038716615880982,1,0,3.0,0,0.115,11.5,Low Risk
306.7,6,32,99.55,0,0,207.14999999999998,3.0808638874937215,1,0,0.0,0,0.115,11.5,Low Risk
194.25,0,27,112.71,0,1,81.54,1.723449560819803,0,1,0.037037037037037035,0,0.115,11.5,Low Risk
302.87,6,11,64.49,0,3,238.38,4.696387036749885,1,0,0.2727272727272727,0,0.115,11.5,Low Risk
5.27,0,22,46.77,0,3,-41.5,0.11267906777849047,0,1,0.13636363636363635,0,0.115,11.5,Low Risk
228.52,18,5,56.07,0,1,172.45000000000002,4.075619761013019,1,0,0.2,0,0.115,11.5,Low Risk
196.08,19,32,63.46,1,1,132.62,3.0898203592814375,1,0,0.03125,0,0.115,11.5,Low Risk
83.99,17,17,263.14,0,1,-179.14999999999998,0.3191837044919055,0,0,0.058823529411764705,0,0.115,11.5,Low Risk
89.25,11,21,199.86,0,1,-110.61000000000001,0.4465625938156709,0,0,0.047619047619047616,0,0.115,11.5,Low Risk
168.04,10,1,135.63,0,2,32.41,1.2389589323895893,0,0,2.0,1,0.115,11.5,Low Risk
42.08,11,32,40.46,0,2,1.6199999999999974,1.0400395452298565,0,0,0.0625,0,0.115,11.5,Low Risk
112.46,1,15,128.62,0,2,-16.16000000000001,0.8743585756491992,0,1,0.13333333333333333,0,0.115,11.5,Low Risk
46.92,0,26,95.46,0,2,-48.53999999999999,0.4915147705845381,0,1,0.07692307692307693,0,0.115,11.5,Low Risk
295.1,20,26,117.88,0,3,177.22000000000003,2.5033932813030204,1,0,0.11538461538461539,0,0.115,11.5,Low Risk
76.8,6,12,57.24,0,0,19.559999999999995,1.341719077568134,0,0,0.0,0,0.11,11.0,Low Risk
508.57,16,34,174.87,1,1,333.7,2.908274718362212,1,0,0.029411764705882353,0,0.11,11.0,Low Risk
166.98,7,5,82.4,0,2,84.57999999999998,2.0264563106796114,1,0,0.4,0,0.11,11.0,Low Risk
128.25,1,24,89.28,0,2,38.97,1.436491935483871,0,1,0.08333333333333333,0,0.11,11.0,Low Risk
301.48,8,24,62.67,1,3,238.81,4.810595181107388,1,0,0.125,0,0.11,11.0,Low Risk
300.19,1,27,82.73,1,3,217.45999999999998,3.6285507071195453,1,1,0.1111111111111111,0,0.11,11.0,Low Risk
86.0,9,43,47.04,0,3,38.96,1.8282312925170068,0,0,0.06976744186046512,0,0.11,11.0,Low Risk
212.59,19,17,69.98,0,2,142.61,3.0378679622749356,1,0,0.11764705882352941,0,0.11,11.0,Low Risk
110.96,14,16,56.85,1,3,54.10999999999999,1.9518029903254177,0,0,0.1875,0,0.11,11.0,Low Risk
520.85,7,32,160.49,0,2,360.36,3.2453735435229607,1,0,0.0625,0,0.11,11.0,Low Risk
250.55,3,14,119.44,0,0,131.11,2.097705961152043,1,1,0.0,0,0.11,11.0,Low Risk
84.05,2,1,113.93,0,3,-29.88000000000001,0.737733696129202,0,1,3.0,0,0.11,11.0,Low Risk
445.78,6,11,117.28,0,6,328.5,3.800989085948158,1,0,0.5454545454545454,0,0.11,11.0,Low Risk
59.95,19,23,193.93,0,3,-133.98000000000002,0.3091321610890528,0,0,0.13043478260869565,0,0.11,11.0,Low Risk
571.43,14,12,173.22,1,0,398.2099999999999,3.298868490936381,1,0,0.0,0,0.11,11.0,Low Risk
156.83,16,1,194.33,1,0,-37.5,0.8070292800905676,0,0,0.0,0,0.11,11.0,Low Risk
268.54,15,30,57.23,0,0,211.31000000000003,4.692294251266818,1,0,0.0,0,0.11,11.0,Low Risk
193.46,21,27,158.57,0,2,34.890000000000015,1.2200290092703538,0,0,0.07407407407407407,0,0.11,11.0,Low Risk
141.04,6,13,40.91,0,1,100.13,3.4475678318259595,1,0,0.07692307692307693,0,0.11,11.0,Low Risk
145.93,6,7,54.58,0,0,91.35000000000001,2.6736899963356544,1,0,0.0,0,0.11,11.0,Low Risk
62.7,0,28,159.35,0,1,-96.64999999999999,0.3934734860370254,0,1,0.03571428571428571,0,0.11,11.0,Low Risk
183.56,23,15,44.77,0,2,138.79,4.100067009157918,1,1,0.13333333333333333,1,0.11,11.0,Low Risk
228.77,22,25,139.8,1,2,88.97,1.6364091559370528,0,0,0.08,0,0.11,11.0,Low Risk
261.5,2,1,151.46,0,3,110.03999999999999,1.7265284563581142,0,1,3.0,0,0.11,11.0,Low Risk
75.76,0,25,182.17,0,3,-106.40999999999998,0.4158752813306253,0,1,0.12,0,0.11,11.0,Low Risk
27.49,4,5,73.59,0,2,-46.10000000000001,0.3735561896996874,0,1,0.4,0,0.11,11.0,Low Risk
443.88,4,12,107.97,0,1,335.90999999999997,4.111141983884412,1,1,0.08333333333333333,0,0.11,11.0,Low Risk
73.18,2,25,49.43,0,0,23.750000000000007,1.4804774428484728,0,1,0.0,0,0.105,10.5,Low Risk
191.64,11,21,113.19,0,0,78.44999999999999,1.6930824277763052,0,0,0.0,0,0.105,10.5,Low Risk
114.63,3,1,172.99,0,3,-58.360000000000014,0.6626394589282617,0,1,3.0,0,0.105,10.5,Low Risk
84.53,14,3,137.58,0,2,-53.05000000000001,0.6144061636865823,0,0,0.6666666666666666,0,0.105,10.5,Low Risk
98.09,8,25,208.61,0,1,-110.52000000000001,0.47020756435453714,0,0,0.04,0,0.105,10.5,Low Risk
335.11,10,13,131.27,1,1,203.84,2.552830044945532,1,0,0.07692307692307693,0,0.105,10.5,Low Risk
78.66,1,24,113.41,0,2,-34.75,0.6935896305440438,0,1,0.08333333333333333,0,0.105,10.5,Low Risk
189.4,17,28,107.75,0,2,81.65,1.757772621809745,0,0,0.07142857142857142,0,0.105,10.5,Low Risk
184.66,0,23,122.9,1,2,61.75999999999999,1.5025223759153783,0,1,0.08695652173913043,0,0.105,10.5,Low Risk
74.39,4,6,76.19,0,3,-1.7999999999999972,0.9763748523428272,0,1,0.5,0,0.105,10.5,Low Risk
98.42,0,23,132.91,0,1,-34.489999999999995,0.7405010909638101,0,1,0.043478260869565216,0,0.105,10.5,Low Risk
713.9,14,26,92.21,0,3,621.6899999999999,7.742110400173517,1,0,0.11538461538461539,0,0.105,10.5,Low Risk
209.07,14,22,78.56,0,2,130.51,2.6612780040733197,1,0,0.09090909090909091,0,0.105,10.5,Low Risk
453.18,14,17,72.71,1,4,380.47,6.232705267501032,1,0,0.23529411764705882,0,0.105,10.5,Low Risk
119.87,13,13,220.19,0,4,-100.32,0.5443934783595985,0,0,0.3076923076923077,0,0.105,10.5,Low Risk
291.1,17,5,144.59,0,1,146.51000000000002,2.013278926620098,1,0,0.2,0,0.105,10.5,Low Risk
26.38,23,26,123.5,0,4,-97.12,0.21360323886639676,0,1,0.15384615384615385,0,0.105,10.5,Low Risk
141.52,22,15,135.44,1,1,6.0800000000000125,1.0448907265209688,0,0,0.06666666666666667,0,0.105,10.5,Low Risk
207.06,11,27,89.43,0,3,117.63,2.315330426031533,1,0,0.1111111111111111,0,0.105,10.5,Low Risk
311.43,2,11,129.96,0,1,181.47,2.396352723915051,1,1,0.09090909090909091,0,0.105,10.5,Low Risk
430.69,13,14,107.42,0,1,323.27,4.009402345931856,1,0,0.07142857142857142,0,0.105,10.5,Low Risk
